anio,provincia_id,provincia_nombre,codigo_delito_snic_id,codigo_delito_snic_nombre,cantidad_hechos,cantidad_victimas
2019,14,Córdoba,17,Robos agravados por el resultado de lesiones y/o muertes ,47,
2019,14,Córdoba,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,2,
2019,14,Córdoba,19,Hurtos,39567,
2019,14,Córdoba,20,Tentativas de hurto,836,
2019,14,Córdoba,21,Otros delitos contra la propiedad,15600,
2019,14,Córdoba,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,11,
2019,14,Córdoba,22_2,Tenencia ilegal de armas de fuego,251,
2019,14,Córdoba,22_3,Portación ilegal de armas de fuego,150,
2019,14,Córdoba,22_4,Acopio y fabricación ilegal de armas piezas y municiones,0,
2019,14,Córdoba,22_5,Entrega y comercialización ilegal de armas de fuego,0,
2019,14,Córdoba,22_6,Omisión adulteración y supresión de marcaje,0,
2019,14,Córdoba,22_7,Otros delitos contra la seguridad pública,190,
2019,14,Córdoba,23,Delitos contra el orden público,38,
2019,14,Córdoba,24,Delitos contra la seguridad de la nación,5,
2019,14,Córdoba,25,Delitos contra los poderes públicos y el orden constitucional,10,
2019,14,Córdoba,26,Delitos contra la administración pública,4405,
2019,14,Córdoba,27,Delitos contra la fe pública,322,
2019,14,Córdoba,28_1,Siembra y producción de estupefacientes,8,
2019,14,Córdoba,28_2,Comercialización y entrega de estupefacientes,23,
2019,14,Córdoba,28_3,Tenencia o entrega atenuada de estupefacientes,22,
2019,14,Córdoba,28_4,Desvío de Importación de estupefacientes,24,
2019,14,Córdoba,28_5,Organización y financiación de estupefacientes,5,
2019,14,Córdoba,28_6,Tenencia simple de estupefacientes,178,
2019,14,Córdoba,28_7,Tenencia simple atenuada para uso personal de estupefacientes,170,
2019,14,Córdoba,28_8,Confabulación de estupefacientes,0,
2019,14,Córdoba,28_9,Contrabando de estupefacientes,9,
2019,14,Córdoba,28_10,Otros delitos previstos en la ley 23.737,230,
2019,14,Córdoba,29_1,Ley de residuos peligrosos,0,
2019,14,Córdoba,29_2,Ley de fauna,84,
2019,14,Córdoba,29_3,Delitos migratorios,89,
2019,14,Córdoba,29_4,Obstrucción del código aduanero,0,
2019,14,Córdoba,29_5,Contrabando Simple,95,
2019,14,Córdoba,29_6,Contrabando Agravado,7,
2019,14,Córdoba,29_7,Contrabando de elementos nucleares agresivos químicos armas y municiones,1,
2019,14,Córdoba,29_8,Otros delitos previstos en leyes especiales,2536,
2019,14,Córdoba,30,Contravenciones,8887,
2019,14,Córdoba,31,Suicidios (consumados),263,263
2019,14,Córdoba,32,Delitos contra el orden económico y financiero,43,
2019,18,Corrientes,1,Homicidios dolosos,48,50
2019,18,Corrientes,2,Homicidios dolosos en grado de tentativa,10,10
2019,18,Corrientes,3,Muertes en Accidentes Viales,141,159
2019,18,Corrientes,4,Homicidios culposos por otros hechos,3,3
2019,18,Corrientes,5,Lesiones dolosas,871,877
2019,18,Corrientes,6,Lesiones culposas en Accidentes Viales,539,567
2019,18,Corrientes,7,Lesiones culposas por otros hechos,224,227
2019,18,Corrientes,8,Otros delitos contra las personas,764,773
2019,18,Corrientes,9,Delitos contra el honor,5,5
2019,18,Corrientes,10,Violaciones,60,60
2019,18,Corrientes,11,Otros delitos contra la integridad sexual,177,180
2019,18,Corrientes,12,Delitos contra el estado civil,11,
2019,18,Corrientes,13,Amenazas,2147,
2019,18,Corrientes,14_1,Trata de personas simple,36,36
2019,18,Corrientes,14_2,Trata de personas agravado,0,0
2019,18,Corrientes,14_3,Otros delitos contra la libertad,44,44
2019,18,Corrientes,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),5376,
2019,18,Corrientes,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),221,
2019,18,Corrientes,17,Robos agravados por el resultado de lesiones y/o muertes ,73,
2019,18,Corrientes,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,19,
2019,18,Corrientes,19,Hurtos,3482,
2019,18,Corrientes,20,Tentativas de hurto,96,
2019,18,Corrientes,21,Otros delitos contra la propiedad,914,
2019,18,Corrientes,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,4,
2019,18,Corrientes,22_2,Tenencia ilegal de armas de fuego,16,
2019,18,Corrientes,22_3,Portación ilegal de armas de fuego,10,
2019,18,Corrientes,22_4,Acopio y fabricación ilegal de armas piezas y municiones,0,
2019,18,Corrientes,22_5,Entrega y comercialización ilegal de armas de fuego,72,
2019,18,Corrientes,22_6,Omisión adulteración y supresión de marcaje,6,
2019,18,Corrientes,22_7,Otros delitos contra la seguridad pública,24,
2019,18,Corrientes,23,Delitos contra el orden público,79,
2019,18,Corrientes,24,Delitos contra la seguridad de la nación,0,
2019,18,Corrientes,25,Delitos contra los poderes públicos y el orden constitucional,15,
2019,18,Corrientes,26,Delitos contra la administración pública,31,
2019,18,Corrientes,27,Delitos contra la fe pública,62,
2019,18,Corrientes,28_1,Siembra y producción de estupefacientes,13,
2019,18,Corrientes,28_2,Comercialización y entrega de estupefacientes,58,
2019,18,Corrientes,28_3,Tenencia o entrega atenuada de estupefacientes,2,
2019,18,Corrientes,28_4,Desvío de Importación de estupefacientes,92,
2019,18,Corrientes,28_5,Organización y financiación de estupefacientes,0,
2019,18,Corrientes,28_6,Tenencia simple de estupefacientes,13,
2019,18,Corrientes,28_7,Tenencia simple atenuada para uso personal de estupefacientes,20,
2019,18,Corrientes,28_8,Confabulación de estupefacientes,0,
2019,18,Corrientes,28_9,Contrabando de estupefacientes,46,
2019,18,Corrientes,28_10,Otros delitos previstos en la ley 23.737,132,
2019,18,Corrientes,29_1,Ley de residuos peligrosos,6,
2019,18,Corrientes,29_2,Ley de fauna,303,
2019,18,Corrientes,29_3,Delitos migratorios,188,
2019,18,Corrientes,29_4,Obstrucción del código aduanero,16,
2019,18,Corrientes,29_5,Contrabando Simple,2122,
2019,18,Corrientes,29_6,Contrabando Agravado,9,
2019,18,Corrientes,29_7,Contrabando de elementos nucleares agresivos químicos armas y municiones,0,
2019,18,Corrientes,29_8,Otros delitos previstos en leyes especiales,1656,
2019,18,Corrientes,30,Contravenciones,183,
2019,18,Corrientes,31,Suicidios (consumados),119,119
2019,18,Corrientes,32,Delitos contra el orden económico y financiero,16,
2019,22,Chaco,1,Homicidios dolosos,68,69
2019,22,Chaco,2,Homicidios dolosos en grado de tentativa,43,47
2019,22,Chaco,3,Muertes en Accidentes Viales,142,159
2019,22,Chaco,4,Homicidios culposos por otros hechos,81,87
2019,22,Chaco,5,Lesiones dolosas,2784,3059
2019,22,Chaco,6,Lesiones culposas en Accidentes Viales,1202,1605
2019,22,Chaco,7,Lesiones culposas por otros hechos,12,12
2019,22,Chaco,8,Otros delitos contra las personas,246,274
2019,22,Chaco,9,Delitos contra el honor,0,0
2019,22,Chaco,10,Violaciones,78,79
2019,22,Chaco,11,Otros delitos contra la integridad sexual,494,523
2019,22,Chaco,12,Delitos contra el estado civil,1,
2019,22,Chaco,13,Amenazas,2411,
2019,22,Chaco,14_1,Trata de personas simple,0,0
2019,22,Chaco,14_2,Trata de personas agravado,0,0
2019,22,Chaco,14_3,Otros delitos contra la libertad,64,67
2019,22,Chaco,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),5937,
2019,22,Chaco,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),554,
2019,22,Chaco,17,Robos agravados por el resultado de lesiones y/o muertes ,1,
2019,22,Chaco,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0,
2019,22,Chaco,19,Hurtos,7937,
2019,22,Chaco,20,Tentativas de hurto,394,
2019,22,Chaco,21,Otros delitos contra la propiedad,1411,
2019,22,Chaco,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,1,
2019,22,Chaco,22_2,Tenencia ilegal de armas de fuego,92,
2019,22,Chaco,22_3,Portación ilegal de armas de fuego,170,
2019,22,Chaco,22_4,Acopio y fabricación ilegal de armas piezas y municiones,6,
2019,22,Chaco,22_5,Entrega y comercialización ilegal de armas de fuego,0,
2019,22,Chaco,22_6,Omisión adulteración y supresión de marcaje,0,
2019,22,Chaco,22_7,Otros delitos contra la seguridad pública,152,
2019,22,Chaco,23,Delitos contra el orden público,12,
2019,22,Chaco,24,Delitos contra la seguridad de la nación,0,
2019,22,Chaco,25,Delitos contra los poderes públicos y el orden constitucional,10,
2019,22,Chaco,26,Delitos contra la administración pública,725,
2019,22,Chaco,27,Delitos contra la fe pública,62,
2019,22,Chaco,28_1,Siembra y producción de estupefacientes,11,
2019,22,Chaco,28_2,Comercialización y entrega de estupefacientes,141,
2019,22,Chaco,28_3,Tenencia o entrega atenuada de estupefacientes,7,
2019,22,Chaco,28_4,Desvío de Importación de estupefacientes,96,
2019,22,Chaco,28_5,Organización y financiación de estupefacientes,0,
2019,22,Chaco,28_6,Tenencia simple de estupefacientes,1060,
2019,22,Chaco,28_7,Tenencia simple atenuada para uso personal de estupefacientes,6,
2019,22,Chaco,28_8,Confabulación de estupefacientes,1,
2019,22,Chaco,28_9,Contrabando de estupefacientes,16,
2019,22,Chaco,28_10,Otros delitos previstos en la ley 23.737,184,
2019,22,Chaco,29_1,Ley de residuos peligrosos,0,
2019,22,Chaco,29_2,Ley de fauna,86,
2019,22,Chaco,29_3,Delitos migratorios,29,
2019,22,Chaco,29_4,Obstrucción del código aduanero,23,
2019,22,Chaco,29_5,Contrabando Simple,1369,
2019,22,Chaco,29_6,Contrabando Agravado,9,
2019,22,Chaco,29_7,Contrabando de elementos nucleares agresivos químicos armas y municiones,0,
2019,22,Chaco,29_8,Otros delitos previstos en leyes especiales,252,
2019,22,Chaco,30,Contravenciones,4913,
2019,22,Chaco,31,Suicidios (consumados),90,90
2019,22,Chaco,32,Delitos contra el orden económico y financiero,20,
2019,26,Chubut,1,Homicidios dolosos,50,50
2019,26,Chubut,2,Homicidios dolosos en grado de tentativa,30,32
2019,26,Chubut,3,Muertes en Accidentes Viales,39,46
2019,26,Chubut,4,Homicidios culposos por otros hechos,0,0
2019,26,Chubut,5,Lesiones dolosas,2174,2271
2019,26,Chubut,6,Lesiones culposas en Accidentes Viales,288,400
2019,26,Chubut,7,Lesiones culposas por otros hechos,0,0
2019,26,Chubut,8,Otros delitos contra las personas,1938,2005
2019,26,Chubut,9,Delitos contra el honor,26,26
2019,26,Chubut,10,Violaciones,229,238
2019,26,Chubut,11,Otros delitos contra la integridad sexual,414,428
2019,26,Chubut,12,Delitos contra el estado civil,0,
2019,26,Chubut,13,Amenazas,3453,
2019,26,Chubut,14_1,Trata de personas simple,1,1
2019,26,Chubut,14_2,Trata de personas agravado,0,0
2019,26,Chubut,14_3,Otros delitos contra la libertad,351,366
2019,26,Chubut,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),4465,
2019,26,Chubut,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),451,
2019,26,Chubut,17,Robos agravados por el resultado de lesiones y/o muertes ,2,
2019,26,Chubut,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0,
2019,26,Chubut,19,Hurtos,3569,
2019,26,Chubut,20,Tentativas de hurto,414,
2019,26,Chubut,21,Otros delitos contra la propiedad,3040,
2019,26,Chubut,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,14,
2019,26,Chubut,22_2,Tenencia ilegal de armas de fuego,107,
2019,26,Chubut,22_3,Portación ilegal de armas de fuego,61,
2019,26,Chubut,22_4,Acopio y fabricación ilegal de armas piezas y municiones,0,
2019,26,Chubut,22_5,Entrega y comercialización ilegal de armas de fuego,0,
2019,26,Chubut,22_6,Omisión adulteración y supresión de marcaje,0,
2019,26,Chubut,22_7,Otros delitos contra la seguridad pública,242,
2019,26,Chubut,23,Delitos contra el orden público,6,
2019,26,Chubut,24,Delitos contra la seguridad de la nación,0,
2019,26,Chubut,25,Delitos contra los poderes públicos y el orden constitucional,0,
2019,26,Chubut,26,Delitos contra la administración pública,1279,
2019,26,Chubut,27,Delitos contra la fe pública,73,
2019,26,Chubut,28_1,Siembra y producción de estupefacientes,5,
2019,26,Chubut,28_2,Comercialización y entrega de estupefacientes,6,
2019,26,Chubut,28_3,Tenencia o entrega atenuada de estupefacientes,1,
2019,26,Chubut,28_4,Desvío de Importación de estupefacientes,0,
2019,26,Chubut,28_5,Organización y financiación de estupefacientes,0,
2019,26,Chubut,28_6,Tenencia simple de estupefacientes,261,
2019,26,Chubut,28_7,Tenencia simple atenuada para uso personal de estupefacientes,171,
2019,26,Chubut,28_8,Confabulación de estupefacientes,0,
2019,26,Chubut,28_9,Contrabando de estupefacientes,0,
2019,26,Chubut,28_10,Otros delitos previstos en la ley 23.737,112,
2019,26,Chubut,29_1,Ley de residuos peligrosos,0,
2019,26,Chubut,29_2,Ley de fauna,10,
2019,26,Chubut,29_3,Delitos migratorios,64,
2019,26,Chubut,29_4,Obstrucción del código aduanero,4,
2019,26,Chubut,29_5,Contrabando Simple,12,
2019,26,Chubut,29_6,Contrabando Agravado,0,
2019,26,Chubut,29_7,Contrabando de elementos nucleares agresivos químicos armas y municiones,0,
2019,26,Chubut,29_8,Otros delitos previstos en leyes especiales,469,
2019,26,Chubut,30,Contravenciones,0,
2019,26,Chubut,31,Suicidios (consumados),56,56
2019,26,Chubut,32,Delitos contra el orden económico y financiero,2,
2019,30,Entre Ríos,1,Homicidios dolosos,63,66
2019,30,Entre Ríos,2,Homicidios dolosos en grado de tentativa,28,28
2019,30,Entre Ríos,3,Muertes en Accidentes Viales,114,139
2019,30,Entre Ríos,4,Homicidios culposos por otros hechos,16,16
2019,30,Entre Ríos,5,Lesiones dolosas,2899,2998
2019,30,Entre Ríos,6,Lesiones culposas en Accidentes Viales,2687,3047
2019,30,Entre Ríos,7,Lesiones culposas por otros hechos,386,392
2019,30,Entre Ríos,8,Otros delitos contra las personas,2576,2682
2019,30,Entre Ríos,9,Delitos contra el honor,273,273
2019,30,Entre Ríos,10,Violaciones,82,85
2019,30,Entre Ríos,11,Otros delitos contra la integridad sexual,262,264
2019,30,Entre Ríos,12,Delitos contra el estado civil,5,
2019,30,Entre Ríos,13,Amenazas,5012,
2019,30,Entre Ríos,14_1,Trata de personas simple,3,3
2019,30,Entre Ríos,14_2,Trata de personas agravado,1,1
2019,30,Entre Ríos,14_3,Otros delitos contra la libertad,93,94
2019,30,Entre Ríos,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),9328,
2019,30,Entre Ríos,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),657,
2019,30,Entre Ríos,17,Robos agravados por el resultado de lesiones y/o muertes ,81,
2019,30,Entre Ríos,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,25,
2019,30,Entre Ríos,19,Hurtos,9309,
2019,30,Entre Ríos,20,Tentativas de hurto,562,
2019,30,Entre Ríos,21,Otros delitos contra la propiedad,3731,
2019,30,Entre Ríos,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,7,
2019,30,Entre Ríos,22_2,Tenencia ilegal de armas de fuego,137,
2019,30,Entre Ríos,22_3,Portación ilegal de armas de fuego,48,
2019,30,Entre Ríos,22_4,Acopio y fabricación ilegal de armas piezas y municiones,2,
2019,30,Entre Ríos,22_5,Entrega y comercialización ilegal de armas de fuego,0,
2019,30,Entre Ríos,22_6,Omisión adulteración y supresión de marcaje,11,
2019,30,Entre Ríos,22_7,Otros delitos contra la seguridad pública,136,
2019,30,Entre Ríos,23,Delitos contra el orden público,237,
2019,30,Entre Ríos,24,Delitos contra la seguridad de la nación,13,
2019,30,Entre Ríos,25,Delitos contra los poderes públicos y el orden constitucional,51,
2019,30,Entre Ríos,26,Delitos contra la administración pública,476,
2019,30,Entre Ríos,27,Delitos contra la fe pública,458,
2019,30,Entre Ríos,28_1,Siembra y producción de estupefacientes,32,
2019,30,Entre Ríos,28_2,Comercialización y entrega de estupefacientes,225,
2019,30,Entre Ríos,28_3,Tenencia o entrega atenuada de estupefacientes,18,
2019,30,Entre Ríos,28_4,Desvío de Importación de estupefacientes,12,
2019,30,Entre Ríos,28_5,Organización y financiación de estupefacientes,3,
2019,30,Entre Ríos,28_6,Tenencia simple de estupefacientes,55,
2019,30,Entre Ríos,28_7,Tenencia simple atenuada para uso personal de estupefacientes,62,
2019,30,Entre Ríos,28_8,Confabulación de estupefacientes,78,
2019,30,Entre Ríos,28_9,Contrabando de estupefacientes,37,
2019,30,Entre Ríos,28_10,Otros delitos previstos en la ley 23.737,118,
2019,30,Entre Ríos,29_1,Ley de residuos peligrosos,7,
2019,30,Entre Ríos,29_2,Ley de fauna,63,
2019,30,Entre Ríos,29_3,Delitos migratorios,177,
2019,30,Entre Ríos,29_4,Obstrucción del código aduanero,144,
2019,30,Entre Ríos,29_5,Contrabando Simple,905,
2019,30,Entre Ríos,29_6,Contrabando Agravado,2,
2019,30,Entre Ríos,29_7,Contrabando de elementos nucleares agresivos químicos armas y municiones,1,
2019,30,Entre Ríos,29_8,Otros delitos previstos en leyes especiales,8091,
2019,30,Entre Ríos,30,Contravenciones,4275,
2019,30,Entre Ríos,31,Suicidios (consumados),252,252
2019,30,Entre Ríos,32,Delitos contra el orden económico y financiero,55,
2019,34,Formosa,1,Homicidios dolosos,41,41
2019,34,Formosa,2,Homicidios dolosos en grado de tentativa,59,68
2019,34,Formosa,3,Muertes en Accidentes Viales,82,88
2019,34,Formosa,4,Homicidios culposos por otros hechos,9,9
2019,34,Formosa,5,Lesiones dolosas,3136,3489
2019,34,Formosa,6,Lesiones culposas en Accidentes Viales,802,972
2019,34,Formosa,7,Lesiones culposas por otros hechos,1,1
2019,34,Formosa,8,Otros delitos contra las personas,98,102
2019,34,Formosa,9,Delitos contra el honor,4,4
2019,34,Formosa,10,Violaciones,108,116
2019,34,Formosa,11,Otros delitos contra la integridad sexual,237,250
2019,34,Formosa,12,Delitos contra el estado civil,0,
2019,34,Formosa,13,Amenazas,3692,
2019,34,Formosa,14_1,Trata de personas simple,1,1
2019,34,Formosa,14_2,Trata de personas agravado,0,0
2019,34,Formosa,14_3,Otros delitos contra la libertad,471,494
2019,34,Formosa,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),2946,
2019,34,Formosa,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),324,
2019,34,Formosa,17,Robos agravados por el resultado de lesiones y/o muertes ,7,
2019,34,Formosa,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,1,
2019,34,Formosa,19,Hurtos,4846,
2019,34,Formosa,20,Tentativas de hurto,400,
2019,34,Formosa,21,Otros delitos contra la propiedad,2299,
2019,34,Formosa,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,0,
2019,34,Formosa,22_2,Tenencia ilegal de armas de fuego,156,
2019,34,Formosa,22_3,Portación ilegal de armas de fuego,63,
2019,34,Formosa,22_4,Acopio y fabricación ilegal de armas piezas y municiones,0,
2019,34,Formosa,22_5,Entrega y comercialización ilegal de armas de fuego,0,
2019,34,Formosa,22_6,Omisión adulteración y supresión de marcaje,0,
2019,34,Formosa,22_7,Otros delitos contra la seguridad pública,151,
2019,34,Formosa,23,Delitos contra el orden público,101,
2019,34,Formosa,24,Delitos contra la seguridad de la nación,0,
2019,34,Formosa,25,Delitos contra los poderes públicos y el orden constitucional,0,
2019,34,Formosa,26,Delitos contra la administración pública,899,
2019,34,Formosa,27,Delitos contra la fe pública,101,
2019,34,Formosa,28_1,Siembra y producción de estupefacientes,45,
2019,34,Formosa,28_2,Comercialización y entrega de estupefacientes,280,
2019,34,Formosa,28_3,Tenencia o entrega atenuada de estupefacientes,51,
2019,34,Formosa,28_4,Desvío de Importación de estupefacientes,18,
2019,34,Formosa,28_5,Organización y financiación de estupefacientes,2,
2019,34,Formosa,28_6,Tenencia simple de estupefacientes,308,
2019,34,Formosa,28_7,Tenencia simple atenuada para uso personal de estupefacientes,411,
2019,34,Formosa,28_8,Confabulación de estupefacientes,0,
2019,34,Formosa,28_9,Contrabando de estupefacientes,33,
2019,34,Formosa,28_10,Otros delitos previstos en la ley 23.737,207,
2019,34,Formosa,29_1,Ley de residuos peligrosos,0,
2019,34,Formosa,29_2,Ley de fauna,48,
2019,34,Formosa,29_3,Delitos migratorios,215,
2019,34,Formosa,29_4,Obstrucción del código aduanero,36,
2019,34,Formosa,29_5,Contrabando Simple,3371,
2019,34,Formosa,29_6,Contrabando Agravado,11,
2019,34,Formosa,29_7,Contrabando de elementos nucleares agresivos químicos armas y municiones,0,
2019,34,Formosa,29_8,Otros delitos previstos en leyes especiales,201,
2019,34,Formosa,30,Contravenciones,0,
2019,34,Formosa,31,Suicidios (consumados),64,64
2019,34,Formosa,32,Delitos contra el orden económico y financiero,6,
2019,38,Jujuy,1,Homicidios dolosos,22,22
2019,38,Jujuy,2,Homicidios dolosos en grado de tentativa,8,8
2019,38,Jujuy,3,Muertes en Accidentes Viales,66,74
2019,38,Jujuy,4,Homicidios culposos por otros hechos,0,0
2019,38,Jujuy,5,Lesiones dolosas,2300,2458
2019,38,Jujuy,6,Lesiones culposas en Accidentes Viales,993,1458
2019,38,Jujuy,7,Lesiones culposas por otros hechos,17,17
2019,38,Jujuy,8,Otros delitos contra las personas,674,711
2019,38,Jujuy,9,Delitos contra el honor,170,190
2019,38,Jujuy,10,Violaciones,253,257
2019,38,Jujuy,11,Otros delitos contra la integridad sexual,422,443
2019,38,Jujuy,12,Delitos contra el estado civil,13,
2019,38,Jujuy,13,Amenazas,2039,
2019,38,Jujuy,14_1,Trata de personas simple,0,0
2019,38,Jujuy,14_2,Trata de personas agravado,0,0
2019,38,Jujuy,14_3,Otros delitos contra la libertad,12,12
2019,38,Jujuy,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),6443,
2019,38,Jujuy,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),364,
2019,38,Jujuy,17,Robos agravados por el resultado de lesiones y/o muertes ,374,
2019,38,Jujuy,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,8,
2019,38,Jujuy,19,Hurtos,5541,
2019,38,Jujuy,20,Tentativas de hurto,275,
2019,38,Jujuy,21,Otros delitos contra la propiedad,2513,
2019,38,Jujuy,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,0,
2019,38,Jujuy,22_2,Tenencia ilegal de armas de fuego,8,
2019,38,Jujuy,22_3,Portación ilegal de armas de fuego,1,
2019,38,Jujuy,22_4,Acopio y fabricación ilegal de armas piezas y municiones,0,
2019,38,Jujuy,22_5,Entrega y comercialización ilegal de armas de fuego,0,
2019,38,Jujuy,22_6,Omisión adulteración y supresión de marcaje,0,
2019,38,Jujuy,22_7,Otros delitos contra la seguridad pública,78,
2019,38,Jujuy,23,Delitos contra el orden público,15,
2019,38,Jujuy,24,Delitos contra la seguridad de la nación,2,
2019,38,Jujuy,25,Delitos contra los poderes públicos y el orden constitucional,140,
2019,38,Jujuy,26,Delitos contra la administración pública,148,
2019,38,Jujuy,27,Delitos contra la fe pública,37,
2019,38,Jujuy,28_1,Siembra y producción de estupefacientes,30,
2019,38,Jujuy,28_2,Comercialización y entrega de estupefacientes,79,
2019,38,Jujuy,28_3,Tenencia o entrega atenuada de estupefacientes,21,
2019,38,Jujuy,28_4,Desvío de Importación de estupefacientes,0,
2019,38,Jujuy,28_5,Organización y financiación de estupefacientes,2,
2019,38,Jujuy,28_6,Tenencia simple de estupefacientes,405,
2019,38,Jujuy,28_7,Tenencia simple atenuada para uso personal de estupefacientes,531,
2019,38,Jujuy,28_8,Confabulación de estupefacientes,0,
2019,38,Jujuy,28_9,Contrabando de estupefacientes,57,
2019,38,Jujuy,28_10,Otros delitos previstos en la ley 23.737,210,
2019,38,Jujuy,29_1,Ley de residuos peligrosos,0,
2019,38,Jujuy,29_2,Ley de fauna,19,
2019,38,Jujuy,29_3,Delitos migratorios,409,
2019,38,Jujuy,29_4,Obstrucción del código aduanero,7,
2019,38,Jujuy,29_5,Contrabando Simple,3920,
2019,38,Jujuy,29_6,Contrabando Agravado,50,
2019,38,Jujuy,29_7,Contrabando de elementos nucleares agresivos químicos armas y municiones,13,
2019,38,Jujuy,29_8,Otros delitos previstos en leyes especiales,3828,
2019,38,Jujuy,30,Contravenciones,2133,
2019,38,Jujuy,31,Suicidios (consumados),77,77
2019,38,Jujuy,32,Delitos contra el orden económico y financiero,15,
2019,42,La Pampa,1,Homicidios dolosos,7,7
2019,42,La Pampa,2,Homicidios dolosos en grado de tentativa,0,0
2019,42,La Pampa,3,Muertes en Accidentes Viales,22,23
2019,42,La Pampa,4,Homicidios culposos por otros hechos,0,0
2019,42,La Pampa,5,Lesiones dolosas,704,709
2019,42,La Pampa,6,Lesiones culposas en Accidentes Viales,0,0
2019,42,La Pampa,7,Lesiones culposas por otros hechos,7,7
2019,42,La Pampa,8,Otros delitos contra las personas,0,0
2019,42,La Pampa,9,Delitos contra el honor,0,0
2019,42,La Pampa,10,Violaciones,10,10
2019,42,La Pampa,11,Otros delitos contra la integridad sexual,50,50
2019,42,La Pampa,12,Delitos contra el estado civil,0,
2019,42,La Pampa,13,Amenazas,876,
2019,42,La Pampa,14_1,Trata de personas simple,0,0
2019,42,La Pampa,14_2,Trata de personas agravado,0,0
2019,42,La Pampa,14_3,Otros delitos contra la libertad,0,0
2019,42,La Pampa,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),838,
2019,42,La Pampa,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),103,
2019,42,La Pampa,17,Robos agravados por el resultado de lesiones y/o muertes ,0,
2019,42,La Pampa,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0,
2019,42,La Pampa,19,Hurtos,1526,
2019,42,La Pampa,20,Tentativas de hurto,112,
2019,42,La Pampa,21,Otros delitos contra la propiedad,654,
2019,42,La Pampa,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,0,
2019,42,La Pampa,22_2,Tenencia ilegal de armas de fuego,0,
2019,42,La Pampa,22_3,Portación ilegal de armas de fuego,0,
2019,42,La Pampa,22_4,Acopio y fabricación ilegal de armas piezas y municiones,0,
2019,42,La Pampa,22_5,Entrega y comercialización ilegal de armas de fuego,0,
2019,42,La Pampa,22_6,Omisión adulteración y supresión de marcaje,0,
2019,42,La Pampa,22_7,Otros delitos contra la seguridad pública,67,
2019,42,La Pampa,23,Delitos contra el orden público,0,
2019,42,La Pampa,24,Delitos contra la seguridad de la nación,0,
2019,42,La Pampa,25,Delitos contra los poderes públicos y el orden constitucional,0,
2019,42,La Pampa,26,Delitos contra la administración pública,317,
2019,42,La Pampa,27,Delitos contra la fe pública,2,
2019,42,La Pampa,28_1,Siembra y producción de estupefacientes,0,
2019,42,La Pampa,28_2,Comercialización y entrega de estupefacientes,0,
2019,42,La Pampa,28_3,Tenencia o entrega atenuada de estupefacientes,0,
2019,42,La Pampa,28_4,Desvío de Importación de estupefacientes,0,
2019,42,La Pampa,28_5,Organización y financiación de estupefacientes,0,
2019,42,La Pampa,28_6,Tenencia simple de estupefacientes,140,
2019,42,La Pampa,28_7,Tenencia simple atenuada para uso personal de estupefacientes,132,
2019,42,La Pampa,28_8,Confabulación de estupefacientes,6,
2019,42,La Pampa,28_9,Contrabando de estupefacientes,0,
2019,42,La Pampa,28_10,Otros delitos previstos en la ley 23.737,69,
2019,42,La Pampa,29_1,Ley de residuos peligrosos,0,
2019,42,La Pampa,29_2,Ley de fauna,1,
2019,42,La Pampa,29_3,Delitos migratorios,0,
2019,42,La Pampa,29_4,Obstrucción del código aduanero,0,
2019,42,La Pampa,29_5,Contrabando Simple,0,
2019,42,La Pampa,29_6,Contrabando Agravado,0,
