anio,provincia_id,provincia_nombre,codigo_delito_snic_id,codigo_delito_snic_nombre,cantidad_hechos,cantidad_victimas
2015,38,Jujuy,27,Delitos contra la fe pública,24,
2015,38,Jujuy,28,Ley 23.737 (estupefacientes),1421,
2015,38,Jujuy,29,Otros delitos previstos en leyes especiales,979,
2015,38,Jujuy,31,Suicidios (consumados),27,
2015,42,La Pampa,1,Homicidios dolosos,9,10
2015,42,La Pampa,2,Homicidios dolosos en grado de tentativa,0,0
2015,42,La Pampa,3,Muertes en Accidentes Viales,60,76
2015,42,La Pampa,4,Homicidios culposos por otros hechos,4,4
2015,42,La Pampa,5,Lesiones dolosas,1467,1597
2015,42,La Pampa,6,Lesiones culposas en Accidentes Viales,368,480
2015,42,La Pampa,7,Lesiones culposas por otros hechos,24,33
2015,42,La Pampa,8,Otros delitos contra las personas,35,36
2015,42,La Pampa,9,Delitos contra el honor,0,0
2015,42,La Pampa,10,Violaciones,43,44
2015,42,La Pampa,11,Otros delitos contra la integridad sexual,80,84
2015,42,La Pampa,12,Delitos contra el estado civil,0,
2015,42,La Pampa,13,Amenazas,1827,
2015,42,La Pampa,14,Otros delitos contra la libertad,64,
2015,42,La Pampa,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),2389,
2015,42,La Pampa,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),280,
2015,42,La Pampa,17,Robos agravados por el resultado de lesiones y/o muertes ,9,
2015,42,La Pampa,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0,
2015,42,La Pampa,19,Hurtos,3321,
2015,42,La Pampa,20,Tentativas de hurto,147,
2015,42,La Pampa,21,Otros delitos contra la propiedad,1201,
2015,42,La Pampa,22,Delitos contra la seguridad pública,0,
2015,42,La Pampa,23,Delitos contra el orden público,0,
2015,42,La Pampa,24,Delitos contra la seguridad de la nación,0,
2015,42,La Pampa,25,Delitos contra los poderes públicos y el orden constitucional,0,
2015,42,La Pampa,26,Delitos contra la administración pública,579,
2015,42,La Pampa,27,Delitos contra la fe pública,37,
2015,42,La Pampa,28,Ley 23.737 (estupefacientes),371,
2015,42,La Pampa,29,Otros delitos previstos en leyes especiales,2,
2015,42,La Pampa,31,Suicidios (consumados),25,
2015,46,La Rioja,1,Homicidios dolosos,7,7
2015,46,La Rioja,2,Homicidios dolosos en grado de tentativa,8,8
2015,46,La Rioja,3,Muertes en Accidentes Viales,11,12
2015,46,La Rioja,4,Homicidios culposos por otros hechos,0,0
2015,46,La Rioja,5,Lesiones dolosas,549,566
2015,46,La Rioja,6,Lesiones culposas en Accidentes Viales,1508,1896
2015,46,La Rioja,7,Lesiones culposas por otros hechos,0,0
2015,46,La Rioja,8,Otros delitos contra las personas,40,40
2015,46,La Rioja,9,Delitos contra el honor,0,0
2015,46,La Rioja,10,Violaciones,27,27
2015,46,La Rioja,11,Otros delitos contra la integridad sexual,37,37
2015,46,La Rioja,12,Delitos contra el estado civil,0,
2015,46,La Rioja,13,Amenazas,310,
2015,46,La Rioja,14,Otros delitos contra la libertad,1,
2015,46,La Rioja,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),1533,
2015,46,La Rioja,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),37,
2015,46,La Rioja,17,Robos agravados por el resultado de lesiones y/o muertes ,0,
2015,46,La Rioja,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0,
2015,46,La Rioja,19,Hurtos,1923,
2015,46,La Rioja,20,Tentativas de hurto,24,
2015,46,La Rioja,21,Otros delitos contra la propiedad,436,
2015,46,La Rioja,22,Delitos contra la seguridad pública,69,
2015,46,La Rioja,23,Delitos contra el orden público,13,
2015,46,La Rioja,24,Delitos contra la seguridad de la nación,0,
2015,46,La Rioja,25,Delitos contra los poderes públicos y el orden constitucional,0,
2015,46,La Rioja,26,Delitos contra la administración pública,2,
2015,46,La Rioja,27,Delitos contra la fe pública,10,
2015,46,La Rioja,28,Ley 23.737 (estupefacientes),73,
2015,46,La Rioja,29,Otros delitos previstos en leyes especiales,125,
2015,46,La Rioja,31,Suicidios (consumados),18,
2015,50,Mendoza,1,Homicidios dolosos,141,141
2015,50,Mendoza,2,Homicidios dolosos en grado de tentativa,8,8
2015,50,Mendoza,3,Muertes en Accidentes Viales,168,177
2015,50,Mendoza,4,Homicidios culposos por otros hechos,313,313
2015,50,Mendoza,5,Lesiones dolosas,15192,15193
2015,50,Mendoza,6,Lesiones culposas en Accidentes Viales,2767,3003
2015,50,Mendoza,7,Lesiones culposas por otros hechos,15017,15018
2015,50,Mendoza,8,Otros delitos contra las personas,4334,4334
2015,50,Mendoza,9,Delitos contra el honor,60,60
2015,50,Mendoza,10,Violaciones,353,357
2015,50,Mendoza,11,Otros delitos contra la integridad sexual,1793,1796
2015,50,Mendoza,12,Delitos contra el estado civil,37,
2015,50,Mendoza,13,Amenazas,14180,
2015,50,Mendoza,14,Otros delitos contra la libertad,1938,
2015,50,Mendoza,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),60199,
2015,50,Mendoza,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),530,
2015,50,Mendoza,17,Robos agravados por el resultado de lesiones y/o muertes ,4040,
2015,50,Mendoza,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,47,
2015,50,Mendoza,19,Hurtos,43710,
2015,50,Mendoza,20,Tentativas de hurto,285,
2015,50,Mendoza,21,Otros delitos contra la propiedad,15469,
2015,50,Mendoza,22,Delitos contra la seguridad pública,2395,
2015,50,Mendoza,23,Delitos contra el orden público,87,
2015,50,Mendoza,24,Delitos contra la seguridad de la nación,6,
2015,50,Mendoza,25,Delitos contra los poderes públicos y el orden constitucional,45,
2015,50,Mendoza,26,Delitos contra la administración pública,4757,
2015,50,Mendoza,27,Delitos contra la fe pública,513,
2015,50,Mendoza,28,Ley 23.737 (estupefacientes),2208,
2015,50,Mendoza,29,Otros delitos previstos en leyes especiales,5701,
2015,50,Mendoza,31,Suicidios (consumados),149,
2015,54,Misiones,1,Homicidios dolosos,48,57
2015,54,Misiones,2,Homicidios dolosos en grado de tentativa,39,47
2015,54,Misiones,3,Muertes en Accidentes Viales,187,210
2015,54,Misiones,4,Homicidios culposos por otros hechos,24,24
2015,54,Misiones,5,Lesiones dolosas,1542,1595
2015,54,Misiones,6,Lesiones culposas en Accidentes Viales,831,982
2015,54,Misiones,7,Lesiones culposas por otros hechos,184,191
2015,54,Misiones,8,Otros delitos contra las personas,1421,1450
2015,54,Misiones,9,Delitos contra el honor,6,6
2015,54,Misiones,10,Violaciones,267,277
2015,54,Misiones,11,Otros delitos contra la integridad sexual,389,401
2015,54,Misiones,12,Delitos contra el estado civil,49,
2015,54,Misiones,13,Amenazas,3506,
2015,54,Misiones,14,Otros delitos contra la libertad,214,
2015,54,Misiones,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),5316,
2015,54,Misiones,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),409,
2015,54,Misiones,17,Robos agravados por el resultado de lesiones y/o muertes ,137,
2015,54,Misiones,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,86,
2015,54,Misiones,19,Hurtos,9090,
2015,54,Misiones,20,Tentativas de hurto,332,
2015,54,Misiones,21,Otros delitos contra la propiedad,2288,
2015,54,Misiones,22,Delitos contra la seguridad pública,360,
2015,54,Misiones,23,Delitos contra el orden público,18,
2015,54,Misiones,24,Delitos contra la seguridad de la nación,4,
2015,54,Misiones,25,Delitos contra los poderes públicos y el orden constitucional,58,
2015,54,Misiones,26,Delitos contra la administración pública,49,
2015,54,Misiones,27,Delitos contra la fe pública,105,
2015,54,Misiones,28,Ley 23.737 (estupefacientes),324,
2015,54,Misiones,29,Otros delitos previstos en leyes especiales,2208,
2015,54,Misiones,31,Suicidios (consumados),73,
2015,58,Neuquén,1,Homicidios dolosos,43,43
2015,58,Neuquén,2,Homicidios dolosos en grado de tentativa,6,6
2015,58,Neuquén,3,Muertes en Accidentes Viales,93,99
2015,58,Neuquén,4,Homicidios culposos por otros hechos,3,5
2015,58,Neuquén,5,Lesiones dolosas,1895,1914
2015,58,Neuquén,6,Lesiones culposas en Accidentes Viales,118,133
2015,58,Neuquén,7,Lesiones culposas por otros hechos,72,72
2015,58,Neuquén,8,Otros delitos contra las personas,986,1028
2015,58,Neuquén,9,Delitos contra el honor,19,19
2015,58,Neuquén,10,Violaciones,49,49
2015,58,Neuquén,11,Otros delitos contra la integridad sexual,208,211
2015,58,Neuquén,12,Delitos contra el estado civil,9,
2015,58,Neuquén,13,Amenazas,2566,
2015,58,Neuquén,14,Otros delitos contra la libertad,88,
2015,58,Neuquén,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),13227,
2015,58,Neuquén,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),1106,
2015,58,Neuquén,17,Robos agravados por el resultado de lesiones y/o muertes ,331,
2015,58,Neuquén,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,66,
2015,58,Neuquén,19,Hurtos,6483,
2015,58,Neuquén,20,Tentativas de hurto,359,
2015,58,Neuquén,21,Otros delitos contra la propiedad,3796,
2015,58,Neuquén,22,Delitos contra la seguridad pública,232,
2015,58,Neuquén,23,Delitos contra el orden público,68,
2015,58,Neuquén,24,Delitos contra la seguridad de la nación,12,
2015,58,Neuquén,25,Delitos contra los poderes públicos y el orden constitucional,60,
2015,58,Neuquén,26,Delitos contra la administración pública,598,
2015,58,Neuquén,27,Delitos contra la fe pública,58,
2015,58,Neuquén,28,Ley 23.737 (estupefacientes),166,
2015,58,Neuquén,29,Otros delitos previstos en leyes especiales,533,
2015,58,Neuquén,31,Suicidios (consumados),60,
2015,62,Río Negro,1,Homicidios dolosos,52,52
2015,62,Río Negro,2,Homicidios dolosos en grado de tentativa,31,31
2015,62,Río Negro,3,Muertes en Accidentes Viales,83,83
2015,62,Río Negro,4,Homicidios culposos por otros hechos,0,0
2015,62,Río Negro,5,Lesiones dolosas,2736,2736
2015,62,Río Negro,6,Lesiones culposas en Accidentes Viales,697,697
2015,62,Río Negro,7,Lesiones culposas por otros hechos,0,0
2015,62,Río Negro,8,Otros delitos contra las personas,255,255
2015,62,Río Negro,9,Delitos contra el honor,0,0
2015,62,Río Negro,10,Violaciones,58,58
2015,62,Río Negro,11,Otros delitos contra la integridad sexual,260,266
2015,62,Río Negro,12,Delitos contra el estado civil,0,
2015,62,Río Negro,13,Amenazas,3547,
2015,62,Río Negro,14,Otros delitos contra la libertad,391,
2015,62,Río Negro,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),8027,
2015,62,Río Negro,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),906,
2015,62,Río Negro,17,Robos agravados por el resultado de lesiones y/o muertes ,0,
2015,62,Río Negro,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0,
2015,62,Río Negro,19,Hurtos,6141,
2015,62,Río Negro,20,Tentativas de hurto,213,
2015,62,Río Negro,21,Otros delitos contra la propiedad,3572,
2015,62,Río Negro,22,Delitos contra la seguridad pública,378,
2015,62,Río Negro,23,Delitos contra el orden público,18,
2015,62,Río Negro,24,Delitos contra la seguridad de la nación,1,
2015,62,Río Negro,25,Delitos contra los poderes públicos y el orden constitucional,0,
2015,62,Río Negro,26,Delitos contra la administración pública,1244,
2015,62,Río Negro,27,Delitos contra la fe pública,158,
2015,62,Río Negro,28,Ley 23.737 (estupefacientes),203,
2015,62,Río Negro,29,Otros delitos previstos en leyes especiales,376,
2015,62,Río Negro,31,Suicidios (consumados),46,
2015,66,Salta,1,Homicidios dolosos,80,85
2015,66,Salta,2,Homicidios dolosos en grado de tentativa,22,22
2015,66,Salta,3,Muertes en Accidentes Viales,266,369
2015,66,Salta,4,Homicidios culposos por otros hechos,6,6
2015,66,Salta,5,Lesiones dolosas,12992,12992
2015,66,Salta,6,Lesiones culposas en Accidentes Viales,4121,4145
2015,66,Salta,7,Lesiones culposas por otros hechos,3,3
2015,66,Salta,8,Otros delitos contra las personas,305,306
2015,66,Salta,9,Delitos contra el honor,0,0
2015,66,Salta,10,Violaciones,366,367
2015,66,Salta,11,Otros delitos contra la integridad sexual,557,558
2015,66,Salta,12,Delitos contra el estado civil,0,
2015,66,Salta,13,Amenazas,15396,
2015,66,Salta,14,Otros delitos contra la libertad,2066,
2015,66,Salta,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),18952,
2015,66,Salta,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),1202,
2015,66,Salta,17,Robos agravados por el resultado de lesiones y/o muertes ,132,
2015,66,Salta,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,15,
2015,66,Salta,19,Hurtos,16712,
2015,66,Salta,20,Tentativas de hurto,588,
2015,66,Salta,21,Otros delitos contra la propiedad,7946,
2015,66,Salta,22,Delitos contra la seguridad pública,77,
2015,66,Salta,23,Delitos contra el orden público,38,
2015,66,Salta,24,Delitos contra la seguridad de la nación,0,
2015,66,Salta,25,Delitos contra los poderes públicos y el orden constitucional,0,
2015,66,Salta,26,Delitos contra la administración pública,2068,
2015,66,Salta,27,Delitos contra la fe pública,54,
2015,66,Salta,28,Ley 23.737 (estupefacientes),1314,
2015,66,Salta,29,Otros delitos previstos en leyes especiales,1410,
2015,66,Salta,31,Suicidios (consumados),168,
2015,70,San Juan,1,Homicidios dolosos,23,23
2015,70,San Juan,2,Homicidios dolosos en grado de tentativa,15,16
2015,70,San Juan,3,Muertes en Accidentes Viales,91,104
2015,70,San Juan,4,Homicidios culposos por otros hechos,10,10
2015,70,San Juan,5,Lesiones dolosas,2038,2084
2015,70,San Juan,6,Lesiones culposas en Accidentes Viales,408,428
2015,70,San Juan,7,Lesiones culposas por otros hechos,87,93
2015,70,San Juan,8,Otros delitos contra las personas,228,228
2015,70,San Juan,9,Delitos contra el honor,6,6
2015,70,San Juan,10,Violaciones,41,41
2015,70,San Juan,11,Otros delitos contra la integridad sexual,180,183
2015,70,San Juan,12,Delitos contra el estado civil,0,
2015,70,San Juan,13,Amenazas,1509,
2015,70,San Juan,14,Otros delitos contra la libertad,3,
2015,70,San Juan,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),6013,
2015,70,San Juan,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),437,
2015,70,San Juan,17,Robos agravados por el resultado de lesiones y/o muertes ,544,
2015,70,San Juan,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,74,
2015,70,San Juan,19,Hurtos,6988,
2015,70,San Juan,20,Tentativas de hurto,194,
2015,70,San Juan,21,Otros delitos contra la propiedad,1028,
2015,70,San Juan,22,Delitos contra la seguridad pública,143,
2015,70,San Juan,23,Delitos contra el orden público,705,
2015,70,San Juan,24,Delitos contra la seguridad de la nación,1,
2015,70,San Juan,25,Delitos contra los poderes públicos y el orden constitucional,1,
2015,70,San Juan,26,Delitos contra la administración pública,202,
2015,70,San Juan,27,Delitos contra la fe pública,39,
2015,70,San Juan,28,Ley 23.737 (estupefacientes),51,
2015,70,San Juan,29,Otros delitos previstos en leyes especiales,472,
2015,70,San Juan,31,Suicidios (consumados),30,
2015,74,San Luis,1,Homicidios dolosos,25,27
2015,74,San Luis,2,Homicidios dolosos en grado de tentativa,18,19
2015,74,San Luis,3,Muertes en Accidentes Viales,68,75
2015,74,San Luis,4,Homicidios culposos por otros hechos,6,10
2015,74,San Luis,5,Lesiones dolosas,1920,2061
2015,74,San Luis,6,Lesiones culposas en Accidentes Viales,1444,1881
2015,74,San Luis,7,Lesiones culposas por otros hechos,0,0
2015,74,San Luis,8,Otros delitos contra las personas,62,73
2015,74,San Luis,9,Delitos contra el honor,2,2
2015,74,San Luis,10,Violaciones,50,50
2015,74,San Luis,11,Otros delitos contra la integridad sexual,171,171
2015,74,San Luis,12,Delitos contra el estado civil,0,
2015,74,San Luis,13,Amenazas,2371,
2015,74,San Luis,14,Otros delitos contra la libertad,160,
2015,74,San Luis,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),2101,
2015,74,San Luis,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),97,
2015,74,San Luis,17,Robos agravados por el resultado de lesiones y/o muertes ,0,
2015,74,San Luis,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0,
2015,74,San Luis,19,Hurtos,1567,
2015,74,San Luis,20,Tentativas de hurto,66,
2015,74,San Luis,21,Otros delitos contra la propiedad,1292,
2015,74,San Luis,22,Delitos contra la seguridad pública,62,
2015,74,San Luis,23,Delitos contra el orden público,38,
2015,74,San Luis,24,Delitos contra la seguridad de la nación,0,
2015,74,San Luis,25,Delitos contra los poderes públicos y el orden constitucional,0,
2015,74,San Luis,26,Delitos contra la administración pública,602,
2015,74,San Luis,27,Delitos contra la fe pública,13,
2015,74,San Luis,28,Ley 23.737 (estupefacientes),338,
2015,74,San Luis,29,Otros delitos previstos en leyes especiales,1344,
2015,74,San Luis,31,Suicidios (consumados),36,
2015,78,Santa Cruz,1,Homicidios dolosos,16,16
2015,78,Santa Cruz,2,Homicidios dolosos en grado de tentativa,20,20
2015,78,Santa Cruz,3,Muertes en Accidentes Viales,39,41
2015,78,Santa Cruz,4,Homicidios culposos por otros hechos,0,0
2015,78,Santa Cruz,5,Lesiones dolosas,1624,1625
2015,78,Santa Cruz,6,Lesiones culposas en Accidentes Viales,210,210
2015,78,Santa Cruz,7,Lesiones culposas por otros hechos,0,0
2015,78,Santa Cruz,8,Otros delitos contra las personas,64,64
2015,78,Santa Cruz,9,Delitos contra el honor,0,0
2015,78,Santa Cruz,10,Violaciones,30,30
2015,78,Santa Cruz,11,Otros delitos contra la integridad sexual,79,79
2015,78,Santa Cruz,12,Delitos contra el estado civil,0,
2015,78,Santa Cruz,13,Amenazas,2004,
2015,78,Santa Cruz,14,Otros delitos contra la libertad,109,
2015,78,Santa Cruz,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),2326,
2015,78,Santa Cruz,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),241,
2015,78,Santa Cruz,17,Robos agravados por el resultado de lesiones y/o muertes ,0,
2015,78,Santa Cruz,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0,
2015,78,Santa Cruz,19,Hurtos,1857,
2015,78,Santa Cruz,20,Tentativas de hurto,78,
2015,78,Santa Cruz,21,Otros delitos contra la propiedad,1954,
2015,78,Santa Cruz,22,Delitos contra la seguridad pública,259,
2015,78,Santa Cruz,23,Delitos contra el orden público,2,
2015,78,Santa Cruz,24,Delitos contra la seguridad de la nación,0,
2015,78,Santa Cruz,25,Delitos contra los poderes públicos y el orden constitucional,1,
2015,78,Santa Cruz,26,Delitos contra la administración pública,694,
2015,78,Santa Cruz,27,Delitos contra la fe pública,14,
2015,78,Santa Cruz,28,Ley 23.737 (estupefacientes),78,
2015,78,Santa Cruz,29,Otros delitos previstos en leyes especiales,1040,
2015,78,Santa Cruz,31,Suicidios (consumados),18,
2015,82,Santa Fe,1,Homicidios dolosos,402,413
2015,82,Santa Fe,2,Homicidios dolosos en grado de tentativa,156,162
2015,82,Santa Fe,3,Muertes en Accidentes Viales,406,471
2015,82,Santa Fe,4,Homicidios culposos por otros hechos,53,62
2015,82,Santa Fe,5,Lesiones dolosas,12201,13144
2015,82,Santa Fe,6,Lesiones culposas en Accidentes Viales,14829,17947
2015,82,Santa Fe,7,Lesiones culposas por otros hechos,792,855
2015,82,Santa Fe,8,Otros delitos contra las personas,1712,1837
2015,82,Santa Fe,9,Delitos contra el honor,85,88
2015,82,Santa Fe,10,Violaciones,239,276
2015,82,Santa Fe,11,Otros delitos contra la integridad sexual,664,685
2015,82,Santa Fe,12,Delitos contra el estado civil,24,
2015,82,Santa Fe,13,Amenazas,16850,
2015,82,Santa Fe,14,Otros delitos contra la libertad,830,
2015,82,Santa Fe,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),47603,
2015,82,Santa Fe,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),3147,
2015,82,Santa Fe,17,Robos agravados por el resultado de lesiones y/o muertes ,950,
2015,82,Santa Fe,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,195,
2015,82,Santa Fe,19,Hurtos,12126,
2015,82,Santa Fe,20,Tentativas de hurto,695,
2015,82,Santa Fe,21,Otros delitos contra la propiedad,6801,
2015,82,Santa Fe,22,Delitos contra la seguridad pública,1345,
2015,82,Santa Fe,23,Delitos contra el orden público,354,
2015,82,Santa Fe,24,Delitos contra la seguridad de la nación,5,
2015,82,Santa Fe,25,Delitos contra los poderes públicos y el orden constitucional,15,
2015,82,Santa Fe,26,Delitos contra la administración pública,1299,
2015,82,Santa Fe,27,Delitos contra la fe pública,55,
2015,82,Santa Fe,28,Ley 23.737 (estupefacientes),99,
2015,82,Santa Fe,29,Otros delitos previstos en leyes especiales,1754,
2015,82,Santa Fe,31,Suicidios (consumados),335,
2015,86,Santiago del Estero,1,Homicidios dolosos,33,35
2015,86,Santiago del Estero,2,Homicidios dolosos en grado de tentativa,82,92
2015,86,Santiago del Estero,3,Muertes en Accidentes Viales,94,111
2015,86,Santiago del Estero,4,Homicidios culposos por otros hechos,1,1
2015,86,Santiago del Estero,5,Lesiones dolosas,5598,5971
2015,86,Santiago del Estero,6,Lesiones culposas en Accidentes Viales,255,292
2015,86,Santiago del Estero,7,Lesiones culposas por otros hechos,3,3
2015,86,Santiago del Estero,8,Otros delitos contra las personas,129,145
2015,86,Santiago del Estero,9,Delitos contra el honor,7,9
2015,86,Santiago del Estero,10,Violaciones,64,65
2015,86,Santiago del Estero,11,Otros delitos contra la integridad sexual,392,413
2015,86,Santiago del Estero,12,Delitos contra el estado civil,1,
2015,86,Santiago del Estero,13,Amenazas,4284,
2015,86,Santiago del Estero,14,Otros delitos contra la libertad,173,
2015,86,Santiago del Estero,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),4471,
2015,86,Santiago del Estero,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),267,
2015,86,Santiago del Estero,17,Robos agravados por el resultado de lesiones y/o muertes ,14,
2015,86,Santiago del Estero,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,20,
2015,86,Santiago del Estero,19,Hurtos,4908,
2015,86,Santiago del Estero,20,Tentativas de hurto,170,
2015,86,Santiago del Estero,21,Otros delitos contra la propiedad,1620,
2015,86,Santiago del Estero,22,Delitos contra la seguridad pública,67,
2015,86,Santiago del Estero,23,Delitos contra el orden público,6,
2015,86,Santiago del Estero,24,Delitos contra la seguridad de la nación,0,
2015,86,Santiago del Estero,25,Delitos contra los poderes públicos y el orden constitucional,213,
2015,86,Santiago del Estero,26,Delitos contra la administración pública,234,
2015,86,Santiago del Estero,27,Delitos contra la fe pública,8,
2015,86,Santiago del Estero,28,Ley 23.737 (estupefacientes),288,
2015,86,Santiago del Estero,29,Otros delitos previstos en leyes especiales,343,
2015,86,Santiago del Estero,31,Suicidios (consumados),83,
2015,90,Tucumán,1,Homicidios dolosos,81,86
2015,90,Tucumán,2,Homicidios dolosos en grado de tentativa,131,141
2015,90,Tucumán,3,Muertes en Accidentes Viales,260,288
2015,90,Tucumán,4,Homicidios culposos por otros hechos,41,43
2015,90,Tucumán,5,Lesiones dolosas,7996,8129
2015,90,Tucumán,6,Lesiones culposas en Accidentes Viales,2456,2792
2015,90,Tucumán,7,Lesiones culposas por otros hechos,533,553
2015,90,Tucumán,8,Otros delitos contra las personas,2432,2500
2015,90,Tucumán,9,Delitos contra el honor,90,93
2015,90,Tucumán,10,Violaciones,148,150
2015,90,Tucumán,11,Otros delitos contra la integridad sexual,186,193
2015,90,Tucumán,12,Delitos contra el estado civil,14,
2015,90,Tucumán,13,Amenazas,12737,
2015,90,Tucumán,14,Otros delitos contra la libertad,46,
2015,90,Tucumán,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),13365,
2015,90,Tucumán,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),819,
2015,90,Tucumán,17,Robos agravados por el resultado de lesiones y/o muertes ,2122,
2015,90,Tucumán,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,129,
2015,90,Tucumán,19,Hurtos,5554,
2015,90,Tucumán,20,Tentativas de hurto,251,
2015,90,Tucumán,21,Otros delitos contra la propiedad,1509,
2015,90,Tucumán,22,Delitos contra la seguridad pública,61,
2015,90,Tucumán,23,Delitos contra el orden público,40,
2015,90,Tucumán,24,Delitos contra la seguridad de la nación,1,
2015,90,Tucumán,25,Delitos contra los poderes públicos y el orden constitucional,0,
2015,90,Tucumán,26,Delitos contra la administración pública,37,
2015,90,Tucumán,27,Delitos contra la fe pública,14,
2015,90,Tucumán,28,Ley 23.737 (estupefacientes),225,
2015,90,Tucumán,29,Otros delitos previstos en leyes especiales,495,
2015,90,Tucumán,31,Suicidios (consumados),117,
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1,Homicidios dolosos,3,3
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",2,Homicidios dolosos en grado de tentativa,0,0
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3,Muertes en Accidentes Viales,5,6
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",4,Homicidios culposos por otros hechos,0,0
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",5,Lesiones dolosas,691,692
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",6,Lesiones culposas en Accidentes Viales,120,164
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",7,Lesiones culposas por otros hechos,9,9
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",8,Otros delitos contra las personas,464,464
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",9,Delitos contra el honor,2,2
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",10,Violaciones,10,10
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",11,Otros delitos contra la integridad sexual,22,22
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",12,Delitos contra el estado civil,0,
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",13,Amenazas,931,
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",14,Otros delitos contra la libertad,12,
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),715,
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),186,
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",17,Robos agravados por el resultado de lesiones y/o muertes ,5,
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,1,
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",19,Hurtos,883,
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",20,Tentativas de hurto,106,
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",21,Otros delitos contra la propiedad,894,
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",22,Delitos contra la seguridad pública,28,
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",23,Delitos contra el orden público,5,
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",24,Delitos contra la seguridad de la nación,2,
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",25,Delitos contra los poderes públicos y el orden constitucional,0,
2015,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",26,Delitos contra la administración pública,9,
